tournament,toCd,date,division,event,format,round,playerA,playerAId,teamA,playerB,playerBId,teamB,gamesA,gamesB,winner
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 18세이하부,복식,토너먼트,준결승경기１,"곽다연, 류보람",,,"박주아, 조강빈",,,2,1,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 18세이하부,복식,토너먼트,준결승경기２,"이수빈, 장예원",,,"이승연, 신유진",,,0,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,남자 18세이하부,개인전,토너먼트,준결승경기１,송동주,201205000983,,김민희,201402004905,,3,2,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,남자 18세이하부,개인전,토너먼트,준결승경기２,이가희,201602000993,,오승희,201209002253,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,남자 18세이하부,복식,토너먼트,예선경기１,"장유진, 김민영",,,"문혜연, 송동주",,,0,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,남자 18세이하부,복식,토너먼트,예선경기２,"허민경, 오승희",,,"김민희, 김하은",,,2,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,남자 18세이하부,복식,토너먼트,결승,"문혜연, 송동주",,,"허민경, 오승희",,,0,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준준결승경기１,박은옥,200312004918,,김가람,200505000922,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준준결승경기２,김아현,200312015283,,이영욱,200905002411,,3,1,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준준결승경기３,박진주,200505000920,,엄화영,201002007702,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준준결승경기４,배찬미,200506004011,,김가혜,200312004260,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준결승경기１,박은옥,200312004918,,김아현,200312015283,,4,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,여자 대학부,개인전,토너먼트,준결승경기２,엄화영,201002007702,,김가혜,200312004260,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU11 P,개인전,토너먼트,예선경기２,김태호,201804001636,,오서진,201605004663,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU11 P,개인전,토너먼트,준결승경기１,나주영,201602006877,,오서진,201605004663,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU11 P,개인전,토너먼트,준결승경기２,어지웅,201703016477,,유정욱,201603018160,,1,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,예선경기１,최호진,201306001130,,김병관,201708000163,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,예선경기２,서무진,201505003630,,정성보,201804000821,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,예선경기３,김래원,201804004142,,이라온,201602011151,,0,0,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,예선경기４,김건,201503006845,,정태경,201606000617,,3,2,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,준결승경기１,최호진,201306001130,,서무진,201505003630,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU13 P,개인전,토너먼트,준결승경기２,이라온,201602011151,,김건,201503006845,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준준결승경기１,어수빈,201503012548,,김효원,201707001504,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준준결승경기２,이소진,201503029527,,김민주,201404001152,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준준결승경기３,노윤진,201702011015,,김다미,201107004502,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준준결승경기４,김예원,201802004444,,하수정,201602007494,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준결승경기１,어수빈,201503012548,,이소진,201503029527,,2,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-18,GU16 P,개인전,토너먼트,준결승경기２,김다미,201107004502,,하수정,201602007494,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,남자 12세이하부,개인전,토너먼트,결승,탁효진,201104003468,,김석진,201203009405,,3,1,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,남자 12세이하부,단체전,리그전,1R / A조,와룡고등학교,,,인천 대건고등학교,,,2,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,남자 12세이하부,복식,토너먼트,결승,"이민우, 박승민",,,"김지환, 김승현",,,1,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,여자 15세이하부,개인전,토너먼트,결승,이상훈,200809000849,,유덕재,201104000837,,1,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,여자 15세이하부,복식,토너먼트,결승,"박성찬, 임재현",,,"김성집, 김정원",,,0,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,남자 15세이하부,개인전,토너먼트,결승,박종명,200803023360,,이승택,200505000724,,0,2,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,여자 18세이하부,개인전,토너먼트,결승,송채원,200903026922,,곽다연,201302006626,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,여자 18세이하부,복식,토너먼트,결승,"곽다연, 류보람",,,"이승연, 신유진",,,2,1,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,남자 18세이하부,개인전,토너먼트,결승,송동주,201205000983,,오승희,201209002253,,0,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,여자 대학부,개인전,토너먼트,결승,박은옥,200312004918,,김가혜,200312004260,,1,3,B
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,GU11 P,개인전,토너먼트,결승,오서진,201605004663,,유정욱,201603018160,,3,0,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,GU13 P,개인전,토너먼트,결승,최호진,201306001130,,이라온,201602011151,,3,2,A
제12회 전북연맹회장배 전국 스쿼시 선수권대회(대한스쿼시연맹 자체공인대회),201803,2018-05-19,GU16 P,개인전,토너먼트,결승,이소진,201503029527,,김다미,201107004502,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기２,이민규,201606000586,,김석진,201203009405,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기３,강우석,201302005902,,유민석,201708001690,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기５,최제욱,201703009137,,이시훈,201603006399,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기７,최현우,201703014575,,김지환,201303020397,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기１０,박시형,201702007823,,우정,201602011179,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기１２,이지석,201703004879,,이동규,201606000580,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기１４,박준하,201302011134,,김승현,201403012359,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,예선경기１５,한종수,201503002226,,심규영,201504001319,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기１,박승민,201702006829,,김석진,201203009405,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기２,강우석,201302005902,,박태하,201602011173,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기３,이시훈,201603006399,,유정민,201505003438,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기４,김지환,201303020397,,권숙빈,201802004973,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기５,김정연,201702006885,,박시형,201702007823,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기６,이민우,201407000924,,이동규,201606000580,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기７,지동현,201507002321,,김승현,201403012359,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,개인전,토너먼트,준준준결승경기８,심규영,201504001319,,탁효진,201104003468,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,단체전,토너먼트,예선경기２,와룡고등학교,,,동일미래과학고등학교,,,2,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 12세이하부,복식,토너먼트,예선경기２,"강우석, 김정연",,,"박승민, 이민우",,,1,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,예선경기２,강현범,201302006321,,박성찬,201006002472,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,예선경기７,김정원,201302011502,,길재호,201104010290,,3,2,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,예선경기１５,김성집,200707000159,,유성연,201203030365,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기１,조영훈,200905003169,,박성찬,201006002472,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기２,신헌수,201308001590,,유덕재,201104000837,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기３,한승호,201402009248,,유한서,201704001245,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기４,김정원,201302011502,,구성진,201302009824,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기５,신종완,200905002727,,김진성,201402005833,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기６,임재현,201402001427,,탁형진,201012000985,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기７,문석호,201402009240,,이시형,201402004962,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,개인전,토너먼트,준준준결승경기８,유성연,201203030365,,원준호,201104000840,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,복식,토너먼트,예선경기２,"길재호, 신종완",,,"김정원, 구성진",,,0,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 15세이하부,복식,토너먼트,예선경기３,"유성연, 조영훈",,,"임재현, 탁형진",,,2,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기２,DUFFYCARLJOSEPH,201801002231,,김현용,201003010456,,0,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기７,황중찬,200706002344,,진승우,200312004753,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기１５,최명진,200409006909,,이동준,201302010744,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기１８,김광원,200312033621,,유승용,200907002704,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기 22,우창욱,200505000725,,박한솔,200705000520,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기 29,김현동,200312010625,,백승엽,200312034382,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,예선경기 31,한성수,200312017223,,김동우,201503028559,,3,2,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 1,유재진,200504008874,,DUFFYCARLJOSEPH,201801002231,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 2,김성영,200402011049,,신동현,201203021313,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 3,정대훈,200504009468,,최상철,200312007530,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 4,진승우,200312004753,,이년호,200312006064,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 5,박종명,200803023360,,김창하,201602010896,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 6,강문성,981827000059,,유승한,200312005692,,0,0,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 7,고영조,200506001863,,유용민,200312009768,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 8,이동준,201302010744,,이인우,201005000191,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 9,이건동,200312007919,,유승용,200907002704,,3,2,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 10,이동민,201302010757,,황중원,200312034030,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 11,임지훈,200408000585,,우창욱,200505000725,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 12,이승택,200505000724,,이주영,201302006349,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 13,한승철,201501001406,,김종택,981527000074,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 14,최규희,200409010818,,송일환,981527000012,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 15,김현동,200312010625,,오민재,200805001140,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 15세이하부,개인전,토너먼트,준준준준결승 16,한성수,200312017223,,이세현,200504008934,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기２,곽다연,201302006626,,박주아,201503000329,,3,2,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기３,문빈,201604002747,,서효린,201605000828,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기４,신유진,201602007698,,김미소,201205000350,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기５,이승연,201405001347,,신지혜,201503027806,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기６,장예원,201601000670,,류보람,201503023001,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기７,서하민,201703008633,,이수빈,201601000982,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,개인전,토너먼트,예선경기８,조강빈,201606003147,,곽민지,201805000058,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 18세이하부,단체전,토너먼트,예선경기２,동일미래과학고등학교,,,연수여자고등학교,,,1,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 18세이하부,복식,리그전,1R / A조,"허민경, 김민영",,,"오승희, 장유진",,,1,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 18세이하부,복식,리그전,1R / A조,"김민희, 김하은",,,"오승희, 장유진",,,0,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,남자 18세이하부,복식,리그전,1R / A조,"김민희, 김하은",,,"허민경, 김민영",,,0,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기２,박영주,981527000037,,안은찬,200312014298,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기４,김다정,200506003985,,이영욱,200905002411,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기７,박상은,201404002146,,양연수,200409006651,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기１０,송희영,981527000081,,배찬미,200506004011,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기１２,권성은,200312008157,,김규리,201302011406,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,예선경기１５,김가람,200505000922,,박다영,201005000963,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기１,김가혜,200312004260,,안은찬,200312014298,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기２,이해경,200402015564,,이영욱,200905002411,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기３,엄화영,201002007702,,박은옥,200312004918,,2,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기４,양연수,200409006651,,이지현,200504008455,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기５,유지영,201405002923,,배찬미,200506004011,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기６,박다나,200504008890,,김규리,201302011406,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기７,박민주,200606004565,,안예진,200906002374,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,여자 대학부,개인전,토너먼트,준준준결승경기８,김가람,200505000922,,최유라,200703026440,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,GU13 CP,개인전,리그전,1R / A조,이유림,201803014199,,김유빈,981827000061,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,GU13 CP,개인전,리그전,1R / A조,김태연,201605003414,,김유빈,981827000061,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-06,GU13 CP,개인전,리그전,1R / A조,김태연,201605003414,,이유림,201803014199,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준준결승경기１,김석진,201203009405,,강우석,201302005902,,3,2,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준준결승경기２,유정민,201505003438,,김지환,201303020397,,3,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준준결승경기３,박시형,201702007823,,이민우,201407000924,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준준결승경기４,김승현,201403012359,,탁효진,201104003468,,0,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준결승경기１,김석진,201203009405,,유정민,201505003438,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,개인전,토너먼트,준결승경기２,이민우,201407000924,,탁효진,201104003468,,3,0,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,단체전,토너먼트,준결승경기１,대광발명과학고등학교,,,와룡고등학교,,,2,1,A
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,단체전,토너먼트,준결승경기２,인천 대건고등학교,,,백영고등학교,,,1,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,복식,토너먼트,준결승경기１,"박준하, 우정",,,"박승민, 이민우",,,0,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,남자 12세이하부,복식,토너먼트,준결승경기２,"심규영, 이동규",,,"김승현, 김지환",,,0,2,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,여자 15세이하부,개인전,토너먼트,준준결승경기１,박성찬,201006002472,,유덕재,201104000837,,1,3,B
제18회 회장배 전 한국 스쿼시 선수권대회 / 대한체육회 공인대회,201804,2018-06-07,여자 15세이하부,개인전,토너먼트,준준결승경기２,한승호,201402009248,,구성진,201302009824,,0,3,B
